30,0,1
391,0,1
752,0,1
1113,0,1
1474,0,1
1835,0,1
2196,0,1
2557,0,1
2918,0,1
3279,0,1
3640,0,1
4001,0,1
4362,0,1
4723,0,1
5084,0,1
5445,0,1
5806,0,1
6167,0,1
6528,0,1
6889,0,1
7250,0,1
7611,0,1
7972,0,1
8333,0,1
8694,0,1
9055,0,1
9416,0,1
9777,0,1
10138,0,1
10499,0,1
10860,0,1
60,1,2
421,1,2
782,1,2
1143,1,2
1504,1,2
1865,1,2
2226,1,2
2587,1,2
2948,1,2
3309,1,2
3670,1,2
4031,1,2
4392,1,2
4753,1,2
5114,1,2
5475,1,2
5836,1,2
6197,1,2
6558,1,2
6919,1,2
7280,1,2
7641,1,2
8002,1,2
8363,1,2
8724,1,2
9085,1,2
9446,1,2
9807,1,2
10168,1,2
10529,1,2
10890,1,2
90,2,3
451,2,3
812,2,3
1173,2,3
1534,2,3
1895,2,3
2256,2,3
2617,2,3
2978,2,3
3339,2,3
3700,2,3
4061,2,3
4422,2,3
4783,2,3
5144,2,3
5505,2,3
5866,2,3
6227,2,3
6588,2,3
6949,2,3
7310,2,3
7671,2,3
8032,2,3
8393,2,3
8754,2,3
9115,2,3
9476,2,3
9837,2,3
10198,2,3
10559,2,3
10920,2,3
120,3,4
481,3,4
842,3,4
1203,3,4
1564,3,4
1925,3,4
2286,3,4
2647,3,4
3008,3,4
3369,3,4
3730,3,4
4091,3,4
4452,3,4
4813,3,4
5174,3,4
5535,3,4
5896,3,4
6257,3,4
6618,3,4
6979,3,4
7340,3,4
7701,3,4
8062,3,4
8423,3,4
8784,3,4
9145,3,4
9506,3,4
9867,3,4
10228,3,4
10589,3,4
10950,3,4
150,4,5
511,4,5
872,4,5
1233,4,5
1594,4,5
1955,4,5
2316,4,5
2677,4,5
3038,4,5
3399,4,5
3760,4,5
4121,4,5
4482,4,5
4843,4,5
5204,4,5
5565,4,5
5926,4,5
6287,4,5
6648,4,5
7009,4,5
7370,4,5
7731,4,5
8092,4,5
8453,4,5
8814,4,5
9175,4,5
9536,4,5
9897,4,5
10258,4,5
10619,4,5
10980,4,5
180,5,6
541,5,6
902,5,6
1263,5,6
1624,5,6
1985,5,6
2346,5,6
2707,5,6
3068,5,6
3429,5,6
3790,5,6
4151,5,6
4512,5,6
4873,5,6
5234,5,6
5595,5,6
5956,5,6
6317,5,6
6678,5,6
7039,5,6
7400,5,6
7761,5,6
8122,5,6
8483,5,6
8844,5,6
9205,5,6
9566,5,6
9927,5,6
10288,5,6
10649,5,6
11010,5,6
210,6,7
571,6,7
932,6,7
1293,6,7
1654,6,7
2015,6,7
2376,6,7
2737,6,7
3098,6,7
3459,6,7
3820,6,7
4181,6,7
4542,6,7
4903,6,7
5264,6,7
5625,6,7
5986,6,7
6347,6,7
6708,6,7
7069,6,7
7430,6,7
