30,0,1
241,0,1
452,0,1
663,0,1
874,0,1
1085,0,1
1296,0,1
1507,0,1
1718,0,1
1929,0,1
2140,0,1
2351,0,1
2562,0,1
2773,0,1
2984,0,1
3195,0,1
3406,0,1
3617,0,1
3828,0,1
4039,0,1
4250,0,1
4461,0,1
4672,0,1
4883,0,1
5094,0,1
5305,0,1
5516,0,1
5727,0,1
5938,0,1
6149,0,1
6360,0,1
60,1,2
271,1,2
482,1,2
693,1,2
904,1,2
1115,1,2
1326,1,2
1537,1,2
1748,1,2
1959,1,2
2170,1,2
2381,1,2
2592,1,2
2803,1,2
3014,1,2
3225,1,2
3436,1,2
3647,1,2
3858,1,2
4069,1,2
4280,1,2
4491,1,2
4702,1,2
4913,1,2
5124,1,2
5335,1,2
5546,1,2
5757,1,2
5968,1,2
6179,1,2
6390,1,2
90,2,3
301,2,3
512,2,3
723,2,3
934,2,3
1145,2,3
1356,2,3
1567,2,3
1778,2,3
1989,2,3
2200,2,3
2411,2,3
2622,2,3
2833,2,3
3044,2,3
3255,2,3
3466,2,3
3677,2,3
3888,2,3
4099,2,3
4310,2,3
4521,2,3
4732,2,3
4943,2,3
5154,2,3
5365,2,3
5576,2,3
5787,2,3
5998,2,3
6209,2,3
6420,2,3
120,3,4
331,3,4
542,3,4
753,3,4
964,3,4
1175,3,4
1386,3,4
1597,3,4
1808,3,4
2019,3,4
2230,3,4
2441,3,4
2652,3,4
2863,3,4
3074,3,4
3285,3,4
3496,3,4
3707,3,4
3918,3,4
4129,3,4
4340,3,4
4551,3,4
4762,3,4
4973,3,4
5184,3,4
5395,3,4
5606,3,4
5817,3,4
6028,3,4
6239,3,4
6450,3,4
150,4,5
361,4,5
572,4,5
783,4,5
994,4,5
1205,4,5
1416,4,5
1627,4,5
1838,4,5
2049,4,5
2260,4,5
2471,4,5
2682,4,5
2893,4,5
3104,4,5
3315,4,5
3526,4,5
3737,4,5
3948,4,5
4159,4,5
4370,4,5
4581,4,5
4792,4,5
5003,4,5
5214,4,5
5425,4,5
5636,4,5
5847,4,5
6058,4,5
6269,4,5
6480,4,5
180,5,6
391,5,6
602,5,6
813,5,6
1024,5,6
1235,5,6
1446,5,6
1657,5,6
1868,5,6
2079,5,6
2290,5,6
2501,5,6
2712,5,6
2923,5,6
3134,5,6
3345,5,6
3556,5,6
3767,5,6
3978,5,6
4189,5,6
4400,5,6
4611,5,6
4822,5,6
5033,5,6
5244,5,6
5455,5,6
5666,5,6
5877,5,6
6088,5,6
6299,5,6
6510,5,6
6360,7,8
6571,7,8
6782,7,8
6993,7,8
7204,7,8
7415,7,8
7626,7,8
7837,7,8
8048,7,8
8259,7,8
8470,7,8
8681,7,8
8892,7,8
9103,7,8
9314,7,8
9525,7,8
9736,7,8
9947,7,8
10158,7,8
10369,7,8
10580,7,8
10791,7,8
11002,7,8
11213,7,8
11424,7,8
11635,7,8
11846,7,8
12057,7,8
12268,7,8
12479,7,8
12690,7,8
6330,7,0
6331,7,0
6332,7,0
6333,7,0
6334,7,0
6335,7,0
6336,7,0
6337,7,0
6338,7,0
6339,7,0
6340,7,0
6341,7,0
6342,7,0
6343,7,0
6344,7,0
6345,7,0
6346,7,0
6347,7,0
6348,7,0
6349,7,0
6350,7,0
6351,7,0
6352,7,0
6353,7,0
6354,7,0
6355,7,0
6356,7,0
6357,7,0
6358,7,0
6359,7,0
6360,7,0
6390,8,9
6601,8,9
6812,8,9
7023,8,9
7234,8,9
7445,8,9
7656,8,9
7867,8,9
8078,8,9
8289,8,9
8500,8,9
8711,8,9
8922,8,9
9133,8,9
9344,8,9
9555,8,9
9766,8,9
9977,8,9
10188,8,9
10399,8,9
10610,8,9
10821,8,9
11032,8,9
11243,8,9
11454,8,9
11665,8,9
11876,8,9
12087,8,9
12298,8,9
12509,8,9
12720,8,9
6360,8,1
6361,8,1
6362,8,1
6363,8,1
6364,8,1
6365,8,1
6366,8,1
6367,8,1
6368,8,1
6369,8,1
6370,8,1
6371,8,1
6372,8,1
6373,8,1
6374,8,1
6375,8,1
6376,8,1
6377,8,1
6378,8,1
6379,8,1
6380,8,1
6381,8,1
6382,8,1
6383,8,1
6384,8,1
6385,8,1
6386,8,1
6387,8,1
6388,8,1
6389,8,1
6390,8,1
6420,9,10
6631,9,10
6842,9,10
7053,9,10
7264,9,10
7475,9,10
7686,9,10
7897,9,10
8108,9,10
8319,9,10
8530,9,10
8741,9,10
8952,9,10
9163,9,10
9374,9,10
9585,9,10
9796,9,10
10007,9,10
10218,9,10
10429,9,10
10640,9,10
10851,9,10
11062,9,10
11273,9,10
11484,9,10
11695,9,10
11906,9,10
12117,9,10
12328,9,10
12539,9,10
12750,9,10
6390,9,2
6391,9,2
6392,9,2
6393,9,2
6394,9,2
6395,9,2
6396,9,2
6397,9,2
6398,9,2
6399,9,2
6400,9,2
6401,9,2
6402,9,2
6403,9,2
6404,9,2
6405,9,2
6406,9,2
6407,9,2
6408,9,2
6409,9,2
6410,9,2
6411,9,2
6412,9,2
6413,9,2
6414,9,2
6415,9,2
6416,9,2
6417,9,2
6418,9,2
6419,9,2
6420,9,2
6450,10,11
6661,10,11
6872,10,11
7083,10,11
7294,10,11
7505,10,11
7716,10,11
7927,10,11
8138,10,11
8349,10,11
8560,10,11
8771,10,11
8982,10,11
9193,10,11
9404,10,11
9615,10,11
9826,10,11
10037,10,11
10248,10,11
10459,10,11
10670,10,11
10881,10,11
11092,10,11
11303,10,11
11514,10,11
11725,10,11
11936,10,11
12147,10,11
12358,10,11
12569,10,11
12780,10,11
6420,10,3
6421,10,3
6422,10,3
6423,10,3
6424,10,3
6425,10,3
6426,10,3
6427,10,3
6428,10,3
6429,10,3
6430,10,3
6431,10,3
6432,10,3
6433,10,3
6434,10,3
6435,10,3
6436,10,3
6437,10,3
6438,10,3
6439,10,3
6440,10,3
6441,10,3
6442,10,3
6443,10,3
6444,10,3
6445,10,3
6446,10,3
6447,10,3
6448,10,3
6449,10,3
6450,10,3
6480,11,12
6691,11,12
6902,11,12
7113,11,12
7324,11,12
7535,11,12
7746,11,12
7957,11,12
8168,11,12
8379,11,12
8590,11,12
