12,0,1
61,0,1
110,0,1
159,0,1
208,0,1
257,0,1
306,0,1
355,0,1
404,0,1
453,0,1
502,0,1
551,0,1
600,0,1
24,1,2
73,1,2
122,1,2
171,1,2
220,1,2
269,1,2
318,1,2
367,1,2
416,1,2
465,1,2
514,1,2
563,1,2
612,1,2
36,2,3
85,2,3
134,2,3
183,2,3
232,2,3
281,2,3
330,2,3
379,2,3
428,2,3
477,2,3
526,2,3
575,2,3
624,2,3
600,4,5
649,4,5
698,4,5
747,4,5
796,4,5
845,4,5
894,4,5
943,4,5
992,4,5
1041,4,5
1090,4,5
1139,4,5
1188,4,5
588,4,0
589,4,0
590,4,0
591,4,0
592,4,0
593,4,0
594,4,0
595,4,0
596,4,0
597,4,0
598,4,0
599,4,0
600,4,0
612,5,6
661,5,6
710,5,6
759,5,6
808,5,6
857,5,6
906,5,6
955,5,6
1004,5,6
1053,5,6
1102,5,6
1151,5,6
1200,5,6
600,5,1
601,5,1
602,5,1
603,5,1
604,5,1
605,5,1
606,5,1
607,5,1
608,5,1
609,5,1
610,5,1
611,5,1
612,5,1
624,6,7
673,6,7
722,6,7
771,6,7
820,6,7
869,6,7
918,6,7
967,6,7
1016,6,7
1065,6,7
1114,6,7
1163,6,7
1212,6,7
612,6,2
613,6,2
614,6,2
615,6,2
616,6,2
617,6,2
618,6,2
619,6,2
620,6,2
621,6,2
622,6,2
623,6,2
624,6,2
624,7,3
625,7,3
626,7,3
627,7,3
628,7,3
629,7,3
630,7,3
631,7,3
632,7,3
633,7,3
634,7,3
635,7,3
636,7,3
1188,8,9
1237,8,9
1286,8,9
1335,8,9
1384,8,9
1433,8,9
1482,8,9
1531,8,9
1580,8,9
1629,8,9
1678,8,9
1727,8,9
1776,8,9
1176,8,4
1177,8,4
1178,8,4
1179,8,4
1180,8,4
1181,8,4
1182,8,4
1183,8,4
1184,8,4
1185,8,4
1186,8,4
1187,8,4
1188,8,4
1200,9,10
1249,9,10
1298,9,10
1347,9,10
1396,9,10
1445,9,10
1494,9,10
1543,9,10
1592,9,10
1641,9,10
1690,9,10
1739,9,10
1788,9,10
1188,9,5
1189,9,5
1190,9,5
1191,9,5
1192,9,5
1193,9,5
1194,9,5
1195,9,5
1196,9,5
1197,9,5
1198,9,5
1199,9,5
1200,9,5
1212,10,11
1261,10,11
1310,10,11
1359,10,11
1408,10,11
1457,10,11
1506,10,11
1555,10,11
1604,10,11
1653,10,11
1702,10,11
1751,10,11
1800,10,11
1200,10,6
1201,10,6
1202,10,6
1203,10,6
1204,10,6
1205,10,6
1206,10,6
1207,10,6
1208,10,6
1209,10,6
1210,10,6
1211,10,6
1212,10,6
1212,11,7
1213,11,7
1214,11,7
1215,11,7
1216,11,7
1217,11,7
1218,11,7
1219,11,7
1220,11,7
1221,11,7
1222,11,7
1223,11,7
1224,11,7
1776,12,13
1825,12,13
1874,12,13
1923,12,13
1972,12,13
2021,12,13
2070,12,13
2119,12,13
2168,12,13
2217,12,13
2266,12,13
2315,12,13
2364,12,13
1764,12,8
1765,12,8
1766,12,8
1767,12,8
1768,12,8
1769,12,8
1770,12,8
1771,12,8
1772,12,8
1773,12,8
1774,12,8
1775,12,8
1776,12,8
1788,13,14
1837,13,14
1886,13,14
1935,13,14
1984,13,14
2033,13,14
2082,13,14
2131,13,14
2180,13,14
2229,13,14
2278,13,14
2327,13,14
2376,13,14
1776,13,9
1777,13,9
1778,13,9
1779,13,9
1780,13,9
1781,13,9
1782,13,9
1783,13,9
1784,13,9
1785,13,9
1786,13,9
1787,13,9
1788,13,9
1800,14,15
1849,14,15
1898,14,15
1947,14,15
1996,14,15
2045,14,15
2094,14,15
2143,14,15
2192,14,15
2241,14,15
2290,14,15
2339,14,15
2388,14,15
1788,14,10
1789,14,10
1790,14,10
1791,14,10
1792,14,10
1793,14,10
1794,14,10
1795,14,10
1796,14,10
1797,14,10
1798,14,10
1799,14,10
1800,14,10
1800,15,11
1801,15,11
1802,15,11
1803,15,11
1804,15,11
1805,15,11
1806,15,11
1807,15,11
1808,15,11
1809,15,11
1810,15,11
1811,15,11
1812,15,11
